X,Y,objectid,codigo_via,pr,distanciap,nombre,administra,territoria,latsig,longsig,cat_1,cat_4,cat_5,cat_6,cat_7,link_foto,sector,cat_2,cat_3,ruleid,a_cargo_de,sentido,ubicacion,telefono_peaje,telefono_grua,eje_adicional,eje_adicional_r,eje_grua,cat_e_ie,cat_8,cat_9,cat_ie_10,cat_iee,cat_ieee,cat_iia,cat_eae,cat_ec,cat_e,cat_ie,cat_iie,cat_iiie,cat_ive,cat_ve,cat_vie,cat_viie,d_cat_i,d_cat_ii,d_cat_iii,d_cat_iv,d_cat_v,d_cat_vi,d_cat_vii,d_cat_viii,d_cat_ix,d_cat_ie10,d_cat_iee,d_cat_ieee,d_cat_iia,d_cat_eg,d_cat_ear,d_cat_ea,d_cat_eae,d_cat_ec,d_cat_e,d_cat_ie,d_cat_iie,d_cat_iiie,d_cat_ive,d_cat_ve,d_cat_vie,d_cat_viie
-8371641.31663534,378018.292522387,3946,4506,53,376,EL PATÁ,CONCESION ANI,HUILA,43,-75.20373348,11700,20200,34400,44200,50100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Neiva - Natagaima,14100,15800,2,Concesión Autovía Neiva – Girardot,Aplica en ambos sentidos de circulación,Vía Neiva – Castilla Km 54+400 Jurisdicción de Aipe,3153340727 – 3174340907 - 3502621485,667 10 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes,6 Ejes,Categoría VII, , , , , , , , , , , , , , , , , , , 
-8032444.05840472,1273820.411258,3963,9010,84,476,PARAGUACHÓN,CONCESION ANI,GUAJIRA,88,-72.15662439,9600,18900,27700,44700,56400,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Riohacha - Paraguachón,14800,11900,2,Concesión  Santa Marta Paraguachón S.A.,Aplica en ambos sentido de circulación,Ubicación: 84+475 Tramo que cubre:Cuatro vías - Paraguachón,3143300807 - (5) 7288542 /43,(5) 728 85 43,0,0,0,4800,0,0,3000,0,0,0,0,0,2900,5000,3000,3000,3000,0,0,0,Categoría I Automóviles y Campero,Categoría II Buses y Busetas 2 ejes Pequeños,Camiones 350,Camiones 600,3 a 4 ejes,5 ejes,6 a mas ejes, , , , , , , , , , , ,Categoría E,Categoría especial IE,Categoría especial IIE,Categoría IIIE,Categoría IVE, , , 
-8075377.69215426,1282595.43686034,3818,9010,41,170,ALTO PINO,CONCESION ANI,GUAJIRA,5,-72.54242716,9600,18900,27700,44700,56400,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Riohacha - Paraguachón,14800,11900,2,Concesión  Santa Marta Paraguachón S.A,Aplica en ambos sentidos de circulación,Ubicación 41+175 Tramo que cubre: VIA  Riohacha - Cuatro Vías,314 3300807 - (5) 7288542 /43,(5) 728 85 43,0,0,0,4800,0,0,0,0,0,0,0,0,0,5000,7500,0,0,0,0,0,Automóviles y Camperos,Buses y Busetas 2 ejes pequeños,Camiones 350,Camiones 600,3 a 4 Ejes,5 Ejes,6 a mas ejes, , , , , , , , , , , , ,Categoría especial IE,Categoría especial IIE, , , , , 
-8506076.61316752,418860.466424549,5606,2301,51,848,MEDIACANOA,INVIAS,VALLE DEL CAUCA,79,1,9000,38300,44100,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/5606.pdf,Yumbo - Mediacanoa,10900,29400,5,INVIAS,Sur - Norte // Norte - Sur,Vía Cali – Mediacanoa Km 36+600,No cuenta con número,No cuenta con servicio,10700,21200,6600,4100,,,,,,,,6600,,,4900,,,,,,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes,,,,,,,,,Eje Grúa,Eje Adicional Remolque,Eje Adicional,,Eje Cañero,,CAT IE,CAT IIE,,,,,
-8322134.38328333,1209386.43050136,3874,2516,64,807,SABANAGRANDE,CONCESION ANI,ATLANTICO,10.79958164,-74.75900513,8500,26400,30500,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Palmar de Varela - Barranquilla,9200,20200,2,Consorcio Ruta Caribe,Ambos sentidos de circulación,Vía Oriental Km 55,3006738048,3212057227,8700,8400,6000,2300,0,0,0,0,0,0,0,0,0,2600,3100,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes,3 y 4 Ejes,5 Ejes,NO APLICA,NO APLICA, , , , , , ,EJE GRUA,EJE ADICIONAL REMOLQUE,EJE ADICIONAL, , , , , , , , , , 
-8417833.19874349,551729.275735417,3897,29RSC,24,754,TARAPACÁ II,CONCESION ANI,RISARALDA,123,-75.61877556,11500,15200,38100,50400,56300,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Intersección Jazmín - Estación de  Servicio Chinchiná,15200,15200,2,Concesión Autopistas del Café,Aplica en ambos sentidos de circulación,Vía Pereira – Chinchiná PR29RSC Km 24 + 100,(6) 3282720,3138176567 #850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II 2 ejes dobles pequeños,Categoría III 2 ejes Busetas y Buses,Categoría IV 2 ejes grandes Dobles Camiones,Categoría V 3 y 4 ejes,Categoría VI 5 Ejes,Categoría VI 6 Ejes, , , , , , , , , , , , , , , , , , , 
-8511491.80979837,350970.650486233,5607,2504,89,1314,VILLARICA,INVIAS,CAUCA,136,1,9000,38300,44100,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/5607.pdf,Popayán - Jamundí,10900,29400,5,INVIAS,Sur – Norte // Norte – Sur,Kilometro 91 Vía Panamericana Jurisdicción del Municipio de Villa Rica,No cuenta con número,No cuenta con servicio,10700,21200,6600,4600,,,,,,,,6600,,,5500,,,,,,Categoría I Automóviles y camperos,Categoría II Camiones y buses 2 ejes pequeños,Categoría III Camiones y buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 ejes,,,,,,,,,Categoría Eje Grúa,Categoría Eje Remolque,Categoría Eje Adicional,,Categoría Eje Cañero,,Categoría Especial IE,Categoría Especial IIE,,,,,
-8333498.02929989,467087.516082824,3844,4507,47,1640,FLANDES,CONCESION ANI,TOLIMA,47,-74.8610865,11700,19900,33300,42700,48600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,El Espinal - Girardot,13900,15600,2,Concesión Autovía Neiva - Girardot,Aplica en ambos sentidos de circulación,Km. 4 Vía Espinal - Girardot,3153340727 – 3174340907 - 3502621485,667 10 30,0,0,0,7000,0,0,0,0,0,0,0,0,0,7400,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses  2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , , , , , , , , , , ,Categoría Especial IE, , , , , , 
-8441005.92280596,988240.854476752,3968,2103,1,473,LOS GARZONES 1,CONCESION ANI,CORDOBA,53,-75.82446454,4500,23600,27100,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Montería - Cereté,12000,18600,2,Concesión Autopistas de la Sabana Córdoba - Sucre,GARZONES 1 SUR – NORTE,Vía Monteria - Lorica Km. 1 más 320 metros,3124964386,3184095455 – 3182406622,0,0,0,4700,0,0,0,0,0,0,0,0,2900,3000,4800,6300,0,0,0,0,Automóviles y Campero,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes,Camiones y Buses 2 ejes Grandes,Camiones y Buses 2 ejes Grandes, , , , , , , , , , , , , ,Categoría especial E,Categoría especial IE,Categoría especial IIE, , , , , 
-8175363.93449905,794446.182532405,3972,6602,0,0,RÍO SOGAMOSO,CONCESION ANI,SANTANDER,110,-73.44054376,8500,24800,27900,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/rio_sogamoso.jpg,Cruce Ruta 45 (La Fortuna) - Lebrija,9300,19500,2,RUTA DEL CACAO,Aplica en ambos sentidos Tramo que cubre: Bucaramanga - Barrancabermeja – Yondó,Vía Fortuna - Bucaramanga  Km 14 + 040,317 573 8658,310 391 0901 – 317 765 0144,8700,8400,6400,2000,0,0,0,0,0,0,0,0,0,2100,2300,0,0,0,0,0,Automóviles y Camperos.,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 Ejes Grandes,3 y  4 ejes,5 ejes, , , , , , , , ,Eje Grúa,Eje Remolque,Eje adicional, , , ,CAT ESPECIAL IE,CAT ESPECIAL IIE, , , , , 
-8204958.92822785,404699.753033236,3970,6509,6,919,IRACÁ,CONCESION ANI,META,58,-73.70640011,9700,23300,34600,46000,50000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Ye de Granada - Paso por el Puente sobre el Río Ocoa,19400,13300,2,Concesión Autopistas de los Llanos,Sur,Vía Villavicencio – Granada Km 7+200,(8) 6700868 - #765 018000918624,(578) 668 49 90-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas",Camiones y Buses con eje trasero doble llanta,Camiones de 3 y 4 ejes,Camiones de 5 ejes,Tracto Camiones,6 Ejes, , , , , , , , , , , , , , , , , , , , 
-8068900.29818929,878566.478553392,3969,7010,1,792,LA PARADA,INVIAS,N. DE SANTANDER,66,-72.48416464,2000,2000,2000,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cúcuta - Puente Internacional Simón Bolívar,2000,2000,5,,Sentido San Antonio (Venezuela) - Cúcuta,Km. 2 de la Autopista Internacional que comunica a Cúcuta con San Antonio,3104946611,320 345 2139,2000,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-8270054.67293324,529226.738175512,3966,5008A,56,1022,EL CORZO,CONCESIÓN ANI,CUNDINAMARCA,31,-74.29116513,8000,13900,23600,31900,34500,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Los Alpes - Madrid - Bogotá (Rio Bogotá),12000,10400,2,CONCESIÓN CCFC S.A,Occidente - Oriente Faca  - Bogota,Peaje Río Bogotá – Facatativá – Villeta – Vianí – Cambao Km 17 Jurisdicción del Municipio de Madrid,"3792200 – 8930977 300 2134184 - 310 3042774 - #235 Tigo, Movistar y Claro",(571) 893 09 77,0,0,0,200,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , , , , , , , , , ,Categoría Especial,Categoría Especial I,Categoría Especial II,Categoría Especial III,Categoría Especial IV,Categoría Especial V,Categoría Especial VI, 
-8315990.70611612,567636.660105217,3987,4509,5,0,CAMBAO,CONCESION ANI,Alto Magdalena,0,0,9900,25700,36400,59000,67400, ,Tramo que cubre desde Flandes hasta Puerto Salgar,14000,19200,2,Concesión Alto Magdalena,Aplica en ambos sentidos,Km05+892 Ruta 45 Tramo 09,3219738507,3219738507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles - Camperos - Camionetas,Buses - Busetas - Microbuses,Camiones pequeños de 2 Ejes,Camiones grandes de 2 Ejes,Camiones de 3 y 4 Ejes,Camiones de 5 Ejes,Camiones de 6 o mas Ejes, , , , , , , , , , , , , , , , , , , 
-8293313.98508051,475705.454463179,3991,4005,51,1059,CHINAUTA,CONCESION ANI,CUNDINAMARCA,24,-74.50011468,10700,41800,48100,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Girardot - Silvania - Bogotá (Bosa),12000,25700,2,Concesión Vía 40 Express, Sur - Norte // Norte - Sur,Soacha – Girardot Km 52,3104224687 - 3117872339 - 3117903187,3104224687 - 3117872339 - 3117903187,10100,9800,6600,2700,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV,Categoría V 5 Ejes, , , , , , , , ,Eje Grúa,Eje Adicional Remolque,Eje Adicional, , , ,Categoría IE, , , , , , 
-8219576.29412613,477461.241472667,3997,4006,50,166,PUENTE QUETAME (NARANJAL),CONCESION ANI,CUNDINAMARCA,97,-73.83501604,10200,39400,45900,52900,58800,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá (El Portal) - Villavicencio,26600,20100,2,COVIANDINA S.A.S.,Occidente – Oriente // Oriente – Occidente,Caqueza – Guayabetal Km 44+700,3144360298 // 3123060332 - 3105851322,3123060332 - 3105851322 -3105851325 y #713,0,0,0,500,0,0,0,500,500,0,0,0,0,500,500,500,500,500,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 Ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , ,Categoría IEE,Categoría IEEE, , , , , , , ,Categoría IE,Categoría  IIE,Categoría IIIE,Categoría  IVE,Categoría VE, , 
-8442109.61781987,986615.57327765,3999,2103,1,0,LOS GARZONES 2,CONCESION ANI,CORDOBA,0,0,4500,23600,27100,0,0, ,Montería - Cereté,12000,18600,2,Concesión Autopistas de la Sabana Córdoba - Sucre,GARZONES 2  NORTE - SUR.,Vía Monteria - Lorica Km. 1 más 320 metros,3124964386,3184095455 – 3182406622,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,4800,6300,0,0,0,0,Automóviles y Campero,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes,Camiones y Buses 2 ejes Grandes,Camiones y Buses 2 ejes Grandes, , , , , , , , , , , , , ,Categoría especial E,Categoría especial IE,Categoría especial IIE, , , , , 
-8383162.08666225,331636.283787512,3854,4506,3,728,NEIVA,CONCESION ANI,HUILA,82,-75.30722632,11700,19900,33300,42700,48600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Neiva - Natagaima,13900,15600,2,Concesión Autovía Neiva – Girardot,Aplica en ambos sentidos de circulación,Vía Neiva – Castilla Km 3+700 Jurisdicción Municipio de Neiva,3153340727 – 3174340907 - 3502621485,667 10 30,0,0,0,4900,0,0,0,0,0,0,0,0,0,5200,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes,6 Ejes,CAT VII, , , , , , , , , , , , ,Categoría IE, , , , , , 
-8344075.49132015,1228428.57832282,3939,90A01,93,572,PUERTO COLOMBIA,CONCESION ANI,ATLANTICO,103,-74.95606254,14000,26800,83800,111700,124000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cartagena - Lomita Arena,21000,15300,2,Concesión Costera - Barranquilla - Cartagena,Ambos sentidos de circulación,Vía al Mar Km 93,3124572706 - 3157210245 o #212 Movistar / 3106303666 o #211 Claro / 3004510014 o #211 Tigo,018000977330 - 3114803629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Buses de Transporte Público,Camiones 2 ejes Pequeños,Camiones 2 ejes Grandes,Camiones de 3 y 4 Ejes,5 Ejes,6 Ejes, , , , , , , , , , , , , , , , , , , 
-8399117.83288341,1183892.13649581,3904,90A01,15,949,MARAHUACO,CONCESION ANI,BOLÍVAR,77,-75.45040902,15000,28600,89700,119600,132900,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cartagena - Lomita Arena,22600,16400,2,Concesión Costera - Barranquilla - Cartagena,Ambos sentidos de circulación,Km 16 Vía Cartagena  - Barranquilla,3124572713 - 3157210245 Ó # 212 Movistar / 3106303666 Ó # 211 Claro / 3004510014 Ó # 211 Tigo,018000977330 - 3114803629,0,0,0,0,0,0,0,0,0,0,0,0,0,7100,8500,7500,8700,0,0,0,Automóviles y Camperos,Buses de Transporte Público,Camiones  2 ejes Pequeños,Camiones  2 ejes Grandes,Camiones 3 y 4 Ejes,5 Ejes,6 Ejes, , , , , , , , , , , , , , , , , , , 
-8416433.52301469,523605.721779189,3866,2901,15,1723,CIRCASIA,CONCESION ANI,QUINDÍO,27,-75.60612749,13800,17600,42900,52600,58600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Armenia-Pereira,17600,17600,2,Concesión Autopistas del café,Norte Sur y Sur Norte,Vía Armenia - Pereira Km. 16+750,(6) 3282720 3138176567 #850,602 22 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , , , , , , , , , , , , , , , , , 
-8425617.14122294,705677.51274648,3824,000,0,0,PALMITAS,CONCESION ANI,ANTIOQUIA,6.32631511,-75.68860656,16200,51900,62100,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Puente Aurrá - Medellín,18300,39900,2,DESARROLLO VIAL AL MAR SAS,Medellín - Santa Fe de Antioquia,Oriente Occidente Km 39+600 Occidente Oriente Km 44+800,3176676335   018000400016,3176676335   018000400016,6300,0,0,7900,0,0,0,0,0,0,0,0,0,8100,9200,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-8241804.79825269,542073.283940947,3860,45A04,5,627,UNISABANA,CONCESION ANI,CUNDINAMARCA,126,-74.03148118,0,0,16450,21250,23550,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá - Ubaté,0,0,2,CONCESIÓN  ACCENORTE,Sur – Norte,Bogotá – Albarracín Km 5+600,6760652  Opc 1 - 3125194023 – 3125196546,676 06 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Categoría I Automóviles, Camperos y Camionetas",Categoría II Buses,Categoría III Camiones pequeños de 2 ejes,Categoría IV Camiones grandes de 2 ejes,Categoría V Camiones de 3 y 4 ejes,Categoría VI Camiones de 5 ejes,Categoría VII Camiones de 6 ejes o más, , , , , , , , , , , , , ,Eje IIE, , , , , 
-8407582.15318879,707781.571103284,3965,2510,0,0,NIQUÍA,DEPARTAMENTO,ANTIOQUIA,6.34493547,-75.52716682,2500,3400,3400,3400,3400,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Medellìn - Hoyo Rico,2500,3200,3,Concesión Hatovial S.A.S,Norte,Km 15+000 Autopista norte,4678141 - 3108992853 - 3108992853 - 2544670 - 01-8000-522-44-77,(054) 312 11 99-325 06 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-8498482.11185979,392486.147052972,5204,2505,16,344,CIAT,INVIAS,VALLE DEL CAUCA,26,1,9100,38400,44200,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/5204.pdf,Cali - Palmira - Buga,11000,29700,5,INVIAS,Norte – Sur,Vía Cali – Andalucía Km 17+300,No cuenta con número,No cuenta con servicio,10700,21200,6600,4700,,,,,,,,6600,,,8000,,,,,,Categoría I Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes,,,,,,,,,Eje Grúa,Eje Remolque,Eje Adicional,,Eje Cañero,,Eje Especial I,Eje Especial II,,,,,
-8322997.58511648,1227324.24226252,4004, ,0,0,CORREDOR PORTUARIO,DISTRITO,ATLANTICO,10.95782386,-74.7667594,6400,20000,22200,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Calle 6,7100,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8187161.06651644,825747.000957529,3800,6602,37,300,LA GÓMEZ,INVIAS,SANTANDER,63,1,11100,39400,46300,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3800.pdf,Cruce Ruta 45 (La Fortuna) - Lebrija,14000,32900,5,INVIAS,Sur – Norte,Vía La Lizama – San Alberto Km 37 + 300,No tiene servicio,No tiene servicio,10200,10000,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos.,Camiones y Buses 2 ejes Pequeños.,3 ejes.,4 ejes.,5 ejes., , , , , , , , ,Eje Grúa.,Eje Remolque.,Eje adicional., , , , , , , , , , 
-8283761.39296536,564621.506582997,3868,5008,76,1331,CAIQUEROS,CONCESION ANI,CUNDINAMARCA,13,-74.41408613,9300,36100,41500,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Villeta - Bogotá,12100,30000,2,CONCESIÓN SABANA DE OCCIDENTE,Ambos sentidos de circulación,Km.67+800 Bogotá (El Cortijo) – Siberia – La Punta – El Vino – Villeta,5939260 ---------3185577768---------- 3102613190----------- 3002149460,5939260,9300,8900,6500,2100,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,"Categoría I Automóviles, Camionetas y Camperos",Categoría II Vehículos de 2 ejes,Categoría III Camiones de 3 y 5 ejes,Categoría IV Camiones de 5 ejes,Categoría V Camiones de 6 ejes o más, , , , , , , , ,Categoría Eje Grúa,Categoría Eje Remolque,Categoría Eje Adicional, , , ,Categoría IE, , , , , , 
-8509598.85859286,389941.303342945,4804,2505,4,954,ESTAMBUL,INVIAS,VALLE DEL CAUCA,46,1,9100,38400,44200,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/4804.pdf,Cali - Palmira - Buga,11000,29700,5,INVIAS,Sur - Norte,Vía Cali – Andalucía Km 5,No cuenta con número,No cuenta con servicio,10700,21200,6600,4700,,,,,,,,6600,,,8000,,,,,,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes,,,,,,,,,Eje Grúa,Eje Remolque,Eje Adicional,,Eje Cañero,,Eje Especial I,Eje Especial II,,,,,
-8335652.91148237,473034.788636557,3923,4004B,0,6493,CHICORAL,CONCESION ANI,TOLIMA,23,-74.88050851,11200,14600,29500,39400,43400,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Variante Chicoral,12200,11200,2,Concesionaria San Rafael  S.A.,Aplica en ambos sentidos de circulación,Km. 17+0350 de la ruta 4004B que corresponde a la vía Variante de Chicoral,3138863287,3212087489,10100,9900,7100,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , , , , ,Categoría Eje Grúa,Categoría Eje Adicional Remolque,Categoría Eje Adicional, , , ,Categoría Especial IE, , , , , , 
-8245664.87350833,497647.578430927,3973,40CN01,11,1051,PUESTO DE CONTROL BOQUERÓN II,CONCESION ANI,CUNDINAMARCA,104,-74.05008445,11900,47100,52900,58800,70500,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,El Portal - El Antojo,35300,17800,2,COVIANDINA S.A.S.,Occidente – Oriente // Oriente – Occidente,Caqueza – Guayabetal Km 50+100,3123063223 - 3123030336 – 3105851322,3123060332 - 3105851322 -3105851325 y #713,0,0,0,400,0,0,0,1600,6100,0,0,0,0,400,11500,400,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 eje pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 Ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , ,Categoría IEE,Categoría IEEE, , , , , , , ,Categoría IE,Categoría IIE,Categoría IIIE, , , , 
